Rule,Support,Confidence
% & / 1 3 → <,4367,0.9060165975103734
% ) / 1 3 → <,4367,0.9060165975103734
% / 1 3 → <,4367,0.9060165975103734
& ) / 1 3 → <,4367,0.9060165975103734
& / 1 3 → <,4367,0.9060165975103734
) / 1 3 → <,4367,0.9060165975103734
/ 1 3 → <,4367,0.9060165975103734
# % & ( ) 1 : → <,2997,0.9059854897218863
# % & ( 1 : → <,2997,0.9059854897218863
# % & ) 1 : → <,2997,0.9059854897218863
# % & 1 : → <,2997,0.9059854897218863
# % ( ) 1 : → <,2997,0.9059854897218863
# % ( 1 : → <,2997,0.9059854897218863
# % ) 1 : → <,2997,0.9059854897218863
# % 1 : → <,2997,0.9059854897218863
# & ( ) 1 : → <,2997,0.9059854897218863
# & ( 1 : → <,2997,0.9059854897218863
# & ) 1 : → <,2997,0.9059854897218863
# & 1 : → <,2997,0.9059854897218863
# ( ) 1 : → <,2997,0.9059854897218863
# ( 1 : → <,2997,0.9059854897218863
# ) 1 : → <,2997,0.9059854897218863
# 1 : → <,2997,0.9059854897218863
% & ( ) 1 : → <,2997,0.9059854897218863
% & ( 1 : → <,2997,0.9059854897218863
% & ) 1 : → <,2997,0.9059854897218863
% & 1 : → <,2997,0.9059854897218863
% ( ) 1 : → <,2997,0.9059854897218863
% ( 1 : → <,2997,0.9059854897218863
% ) 1 : → <,2997,0.9059854897218863
% 1 : → <,2997,0.9059854897218863
& ( ) 1 : → <,2997,0.9059854897218863
& ( 1 : → <,2997,0.9059854897218863
& ) 1 : → <,2997,0.9059854897218863
& 1 : → <,2997,0.9059854897218863
( ) 1 : → <,2997,0.9059854897218863
( 1 : → <,2997,0.9059854897218863
) 1 : → <,2997,0.9059854897218863
1 : → <,2997,0.9059854897218863
# % & ( ) / 1 3 → <,4357,0.9058212058212058
# % & ( / 1 3 → <,4357,0.9058212058212058
# % ( ) / 1 3 → <,4357,0.9058212058212058
# % ( / 1 3 → <,4357,0.9058212058212058
# & ( ) / 1 3 → <,4357,0.9058212058212058
# & ( / 1 3 → <,4357,0.9058212058212058
# ( ) / 1 3 → <,4357,0.9058212058212058
# ( / 1 3 → <,4357,0.9058212058212058
% & ( ) / 1 3 → <,4357,0.9058212058212058
% & ( / 1 3 → <,4357,0.9058212058212058
% ( ) / 1 3 → <,4357,0.9058212058212058
% ( / 1 3 → <,4357,0.9058212058212058
& ( ) / 1 3 → <,4357,0.9058212058212058
& ( / 1 3 → <,4357,0.9058212058212058
( ) / 1 3 → <,4357,0.9058212058212058
( / 1 3 → <,4357,0.9058212058212058
# % & ) 0 1 3 9 → <,3143,0.9057636887608069
# % & 0 1 3 9 → <,3143,0.9057636887608069
# % ) 0 1 3 9 → <,3143,0.9057636887608069
# % 0 1 3 9 → <,3143,0.9057636887608069
# & ) 0 1 3 9 → <,3143,0.9057636887608069
# & 0 1 3 9 → <,3143,0.9057636887608069
# ) 0 1 3 9 → <,3143,0.9057636887608069
# 0 1 3 9 → <,3143,0.9057636887608069
% & ) 0 1 3 9 → <,3143,0.9057636887608069
% & 0 1 3 9 → <,3143,0.9057636887608069
% ) 0 1 3 9 → <,3143,0.9057636887608069
% 0 1 3 9 → <,3143,0.9057636887608069
& ) 0 1 3 9 → <,3143,0.9057636887608069
& 0 1 3 9 → <,3143,0.9057636887608069
) 0 1 3 9 → <,3143,0.9057636887608069
0 1 3 9 → <,3143,0.9057636887608069
# % & ) / 0 3 9 → <,3142,0.9057365234938023
# % & / 0 3 9 → <,3142,0.9057365234938023
# % ) / 0 3 9 → <,3142,0.9057365234938023
# % / 0 3 9 → <,3142,0.9057365234938023
# & ) / 0 3 9 → <,3142,0.9057365234938023
# & / 0 3 9 → <,3142,0.9057365234938023
# ) / 0 3 9 → <,3142,0.9057365234938023
# / 0 3 9 → <,3142,0.9057365234938023
% & ) / 0 3 9 → <,3142,0.9057365234938023
% & / 0 3 9 → <,3142,0.9057365234938023
% ) / 0 3 9 → <,3142,0.9057365234938023
% / 0 3 9 → <,3142,0.9057365234938023
& ) / 0 3 9 → <,3142,0.9057365234938023
& / 0 3 9 → <,3142,0.9057365234938023
) / 0 3 9 → <,3142,0.9057365234938023
/ 0 3 9 → <,3142,0.9057365234938023
# % & ( ) / 0 3 : → <,2138,0.9055484963998306
# % & ( / 0 3 : → <,2138,0.9055484963998306
# % & ) / 0 3 : → <,2138,0.9055484963998306
# % & / 0 3 : → <,2138,0.9055484963998306
# % ( ) / 0 3 : → <,2138,0.9055484963998306
# % ( / 0 3 : → <,2138,0.9055484963998306
# % ) / 0 3 : → <,2138,0.9055484963998306
# % / 0 3 : → <,2138,0.9055484963998306
# & ( ) / 0 3 : → <,2138,0.9055484963998306
# & ( / 0 3 : → <,2138,0.9055484963998306
# & ) / 0 3 : → <,2138,0.9055484963998306
# & / 0 3 : → <,2138,0.9055484963998306
# ( ) / 0 3 : → <,2138,0.9055484963998306
# ( / 0 3 : → <,2138,0.9055484963998306
# ) / 0 3 : → <,2138,0.9055484963998306
# / 0 3 : → <,2138,0.9055484963998306
% & ( ) / 0 3 : → <,2138,0.9055484963998306
% & ( / 0 3 : → <,2138,0.9055484963998306
% & ) / 0 3 : → <,2138,0.9055484963998306
% & / 0 3 : → <,2138,0.9055484963998306
% ( ) / 0 3 : → <,2138,0.9055484963998306
% ( / 0 3 : → <,2138,0.9055484963998306
% ) / 0 3 : → <,2138,0.9055484963998306
% / 0 3 : → <,2138,0.9055484963998306
& ( ) / 0 3 : → <,2138,0.9055484963998306
& ( / 0 3 : → <,2138,0.9055484963998306
& ) / 0 3 : → <,2138,0.9055484963998306
& / 0 3 : → <,2138,0.9055484963998306
( ) / 0 3 : → <,2138,0.9055484963998306
( / 0 3 : → <,2138,0.9055484963998306
) / 0 3 : → <,2138,0.9055484963998306
/ 0 3 : → <,2138,0.9055484963998306
# % & ( ) 0 1 3 9 → <,3133,0.9054913294797687
# % & ( 0 1 3 9 → <,3133,0.9054913294797687
# % ( ) 0 1 3 9 → <,3133,0.9054913294797687
# % ( 0 1 3 9 → <,3133,0.9054913294797687
# & ( ) 0 1 3 9 → <,3133,0.9054913294797687
# & ( 0 1 3 9 → <,3133,0.9054913294797687
# ( ) 0 1 3 9 → <,3133,0.9054913294797687
# ( 0 1 3 9 → <,3133,0.9054913294797687
% & ( ) 0 1 3 9 → <,3133,0.9054913294797687
% & ( 0 1 3 9 → <,3133,0.9054913294797687
% ( ) 0 1 3 9 → <,3133,0.9054913294797687
% ( 0 1 3 9 → <,3133,0.9054913294797687
& ( ) 0 1 3 9 → <,3133,0.9054913294797687
& ( 0 1 3 9 → <,3133,0.9054913294797687
( ) 0 1 3 9 → <,3133,0.9054913294797687
( 0 1 3 9 → <,3133,0.9054913294797687
# % & ( ) / 0 3 9 → <,3132,0.9054640069384216
# % & ( / 0 3 9 → <,3132,0.9054640069384216
# % ( ) / 0 3 9 → <,3132,0.9054640069384216
# % ( / 0 3 9 → <,3132,0.9054640069384216
# & ( ) / 0 3 9 → <,3132,0.9054640069384216
# & ( / 0 3 9 → <,3132,0.9054640069384216
# ( ) / 0 3 9 → <,3132,0.9054640069384216
# ( / 0 3 9 → <,3132,0.9054640069384216
% & ( ) / 0 3 9 → <,3132,0.9054640069384216
% & ( / 0 3 9 → <,3132,0.9054640069384216
% ( ) / 0 3 9 → <,3132,0.9054640069384216
% ( / 0 3 9 → <,3132,0.9054640069384216
& ( ) / 0 3 9 → <,3132,0.9054640069384216
& ( / 0 3 9 → <,3132,0.9054640069384216
( ) / 0 3 9 → <,3132,0.9054640069384216
( / 0 3 9 → <,3132,0.9054640069384216
# % & ( ) 0 1 3 : → <,2126,0.9050659855257557
# % & ( 0 1 3 : → <,2126,0.9050659855257557
# % & ) 0 1 3 : → <,2126,0.9050659855257557
# % & 0 1 3 : → <,2126,0.9050659855257557
# % ( ) 0 1 3 : → <,2126,0.9050659855257557
# % ( 0 1 3 : → <,2126,0.9050659855257557
# % ) 0 1 3 : → <,2126,0.9050659855257557
# % 0 1 3 : → <,2126,0.9050659855257557
# & ( ) 0 1 3 : → <,2126,0.9050659855257557
# & ( 0 1 3 : → <,2126,0.9050659855257557
# & ) 0 1 3 : → <,2126,0.9050659855257557
# & 0 1 3 : → <,2126,0.9050659855257557
# ( ) 0 1 3 : → <,2126,0.9050659855257557
# ( 0 1 3 : → <,2126,0.9050659855257557
# ) 0 1 3 : → <,2126,0.9050659855257557
# 0 1 3 : → <,2126,0.9050659855257557
% & ( ) 0 1 3 : → <,2126,0.9050659855257557
% & ( 0 1 3 : → <,2126,0.9050659855257557
% & ) 0 1 3 : → <,2126,0.9050659855257557
% & 0 1 3 : → <,2126,0.9050659855257557
% ( ) 0 1 3 : → <,2126,0.9050659855257557
% ( 0 1 3 : → <,2126,0.9050659855257557
% ) 0 1 3 : → <,2126,0.9050659855257557
% 0 1 3 : → <,2126,0.9050659855257557
& ( ) 0 1 3 : → <,2126,0.9050659855257557
& ( 0 1 3 : → <,2126,0.9050659855257557
& ) 0 1 3 : → <,2126,0.9050659855257557
& 0 1 3 : → <,2126,0.9050659855257557
( ) 0 1 3 : → <,2126,0.9050659855257557
( 0 1 3 : → <,2126,0.9050659855257557
) 0 1 3 : → <,2126,0.9050659855257557
0 1 3 : → <,2126,0.9050659855257557
# % & ( ) 2 : → <,2732,0.9049354090758529
# % & ( 2 : → <,2732,0.9049354090758529
# % ( ) 2 : → <,2732,0.9049354090758529
# % ( 2 : → <,2732,0.9049354090758529
# & ( ) 2 : → <,2732,0.9049354090758529
# & ( 2 : → <,2732,0.9049354090758529
# ( ) 2 : → <,2732,0.9049354090758529
# ( 2 : → <,2732,0.9049354090758529
% & ( ) 2 : → <,2732,0.9049354090758529
% & ( 2 : → <,2732,0.9049354090758529
% ( ) 2 : → <,2732,0.9049354090758529
% ( 2 : → <,2732,0.9049354090758529
& ( ) 2 : → <,2732,0.9049354090758529
& ( 2 : → <,2732,0.9049354090758529
( ) 2 : → <,2732,0.9049354090758529
( 2 : → <,2732,0.9049354090758529
# % & ) / 0 1 3 9 → <,3098,0.9045255474452555
# % & / 0 1 3 9 → <,3098,0.9045255474452555
# % ) / 0 1 3 9 → <,3098,0.9045255474452555
# % / 0 1 3 9 → <,3098,0.9045255474452555
# & ) / 0 1 3 9 → <,3098,0.9045255474452555
# & / 0 1 3 9 → <,3098,0.9045255474452555
# ) / 0 1 3 9 → <,3098,0.9045255474452555
# / 0 1 3 9 → <,3098,0.9045255474452555
% & ) / 0 1 3 9 → <,3098,0.9045255474452555
% & / 0 1 3 9 → <,3098,0.9045255474452555
% ) / 0 1 3 9 → <,3098,0.9045255474452555
% / 0 1 3 9 → <,3098,0.9045255474452555
& ) / 0 1 3 9 → <,3098,0.9045255474452555
& / 0 1 3 9 → <,3098,0.9045255474452555
) / 0 1 3 9 → <,3098,0.9045255474452555
/ 0 1 3 9 → <,3098,0.9045255474452555
# % & ( ) / 0 1 3 9 → <,3088,0.9042459736456808
# % & ( / 0 1 3 9 → <,3088,0.9042459736456808
# % ( ) / 0 1 3 9 → <,3088,0.9042459736456808
# % ( / 0 1 3 9 → <,3088,0.9042459736456808
# & ( ) / 0 1 3 9 → <,3088,0.9042459736456808
# & ( / 0 1 3 9 → <,3088,0.9042459736456808
# ( ) / 0 1 3 9 → <,3088,0.9042459736456808
# ( / 0 1 3 9 → <,3088,0.9042459736456808
% & ( ) / 0 1 3 9 → <,3088,0.9042459736456808
% & ( / 0 1 3 9 → <,3088,0.9042459736456808
% ( ) / 0 1 3 9 → <,3088,0.9042459736456808
% ( / 0 1 3 9 → <,3088,0.9042459736456808
& ( ) / 0 1 3 9 → <,3088,0.9042459736456808
& ( / 0 1 3 9 → <,3088,0.9042459736456808
( ) / 0 1 3 9 → <,3088,0.9042459736456808
( / 0 1 3 9 → <,3088,0.9042459736456808
# % & ( ) / 0 1 3 : → <,2094,0.9037548554164868
# % & ( / 0 1 3 : → <,2094,0.9037548554164868
# % & ) / 0 1 3 : → <,2094,0.9037548554164868
# % & / 0 1 3 : → <,2094,0.9037548554164868
# % ( ) / 0 1 3 : → <,2094,0.9037548554164868
# % ( / 0 1 3 : → <,2094,0.9037548554164868
# % ) / 0 1 3 : → <,2094,0.9037548554164868
# % / 0 1 3 : → <,2094,0.9037548554164868
# & ( ) / 0 1 3 : → <,2094,0.9037548554164868
# & ( / 0 1 3 : → <,2094,0.9037548554164868
# & ) / 0 1 3 : → <,2094,0.9037548554164868
# & / 0 1 3 : → <,2094,0.9037548554164868
# ( ) / 0 1 3 : → <,2094,0.9037548554164868
# ( / 0 1 3 : → <,2094,0.9037548554164868
# ) / 0 1 3 : → <,2094,0.9037548554164868
# / 0 1 3 : → <,2094,0.9037548554164868
% & ( ) / 0 1 3 : → <,2094,0.9037548554164868
% & ( / 0 1 3 : → <,2094,0.9037548554164868
% & ) / 0 1 3 : → <,2094,0.9037548554164868
% & / 0 1 3 : → <,2094,0.9037548554164868
% ( ) / 0 1 3 : → <,2094,0.9037548554164868
% ( / 0 1 3 : → <,2094,0.9037548554164868
% ) / 0 1 3 : → <,2094,0.9037548554164868
% / 0 1 3 : → <,2094,0.9037548554164868
& ( ) / 0 1 3 : → <,2094,0.9037548554164868
& ( / 0 1 3 : → <,2094,0.9037548554164868
& ) / 0 1 3 : → <,2094,0.9037548554164868
& / 0 1 3 : → <,2094,0.9037548554164868
( ) / 0 1 3 : → <,2094,0.9037548554164868
( / 0 1 3 : → <,2094,0.9037548554164868
) / 0 1 3 : → <,2094,0.9037548554164868
/ 0 1 3 : → <,2094,0.9037548554164868
# % & ) / 0 9 → <,3443,0.9036745406824147
# % & / 0 9 → <,3443,0.9036745406824147
# % ) / 0 9 → <,3443,0.9036745406824147
# % / 0 9 → <,3443,0.9036745406824147
# & ) / 0 9 → <,3443,0.9036745406824147
# & / 0 9 → <,3443,0.9036745406824147
# ) / 0 9 → <,3443,0.9036745406824147
# / 0 9 → <,3443,0.9036745406824147
% & ) / 0 9 → <,3443,0.9036745406824147
% & / 0 9 → <,3443,0.9036745406824147
% ) / 0 9 → <,3443,0.9036745406824147
% / 0 9 → <,3443,0.9036745406824147
& ) / 0 9 → <,3443,0.9036745406824147
& / 0 9 → <,3443,0.9036745406824147
) / 0 9 → <,3443,0.9036745406824147
/ 0 9 → <,3443,0.9036745406824147
# % & ( ) / 0 9 → <,3433,0.9034210526315789
# % & ( / 0 9 → <,3433,0.9034210526315789
# % ( ) / 0 9 → <,3433,0.9034210526315789
# % ( / 0 9 → <,3433,0.9034210526315789
# & ( ) / 0 9 → <,3433,0.9034210526315789
# & ( / 0 9 → <,3433,0.9034210526315789
# ( ) / 0 9 → <,3433,0.9034210526315789
# ( / 0 9 → <,3433,0.9034210526315789
% & ( ) / 0 9 → <,3433,0.9034210526315789
% & ( / 0 9 → <,3433,0.9034210526315789
% ( ) / 0 9 → <,3433,0.9034210526315789
% ( / 0 9 → <,3433,0.9034210526315789
& ( ) / 0 9 → <,3433,0.9034210526315789
& ( / 0 9 → <,3433,0.9034210526315789
( ) / 0 9 → <,3433,0.9034210526315789
( / 0 9 → <,3433,0.9034210526315789
# % & ) 1 2 3 → <,3233,0.9033249511036603
# % & 1 2 3 → <,3233,0.9033249511036603
# % ) 1 2 3 → <,3233,0.9033249511036603
# % 1 2 3 → <,3233,0.9033249511036603
# & ) 1 2 3 → <,3233,0.9033249511036603
# & 1 2 3 → <,3233,0.9033249511036603
# ) 1 2 3 → <,3233,0.9033249511036603
# 1 2 3 → <,3233,0.9033249511036603
% & ) 1 2 3 → <,3233,0.9033249511036603
% & 1 2 3 → <,3233,0.9033249511036603
% ) 1 2 3 → <,3233,0.9033249511036603
% 1 2 3 → <,3233,0.9033249511036603
& ) 1 2 3 → <,3233,0.9033249511036603
& 1 2 3 → <,3233,0.9033249511036603
) 1 2 3 → <,3233,0.9033249511036603
1 2 3 → <,3233,0.9033249511036603
# % & ) / 1 2 → <,3457,0.9030825496342738
# % & / 1 2 → <,3457,0.9030825496342738
# % ) / 1 2 → <,3457,0.9030825496342738
# % / 1 2 → <,3457,0.9030825496342738
# & ) / 1 2 → <,3457,0.9030825496342738
# & / 1 2 → <,3457,0.9030825496342738
# ) / 1 2 → <,3457,0.9030825496342738
# / 1 2 → <,3457,0.9030825496342738
% & ) / 1 2 → <,3457,0.9030825496342738
% & / 1 2 → <,3457,0.9030825496342738
% ) / 1 2 → <,3457,0.9030825496342738
% / 1 2 → <,3457,0.9030825496342738
& ) / 1 2 → <,3457,0.9030825496342738
& / 1 2 → <,3457,0.9030825496342738
) / 1 2 → <,3457,0.9030825496342738
/ 1 2 → <,3457,0.9030825496342738
# % & ( ) 1 2 3 → <,3223,0.9030540767722051
# % & ( 1 2 3 → <,3223,0.9030540767722051
# % ( ) 1 2 3 → <,3223,0.9030540767722051
# % ( 1 2 3 → <,3223,0.9030540767722051
# & ( ) 1 2 3 → <,3223,0.9030540767722051
# & ( 1 2 3 → <,3223,0.9030540767722051
# ( ) 1 2 3 → <,3223,0.9030540767722051
# ( 1 2 3 → <,3223,0.9030540767722051
% & ( ) 1 2 3 → <,3223,0.9030540767722051
% & ( 1 2 3 → <,3223,0.9030540767722051
% ( ) 1 2 3 → <,3223,0.9030540767722051
% ( 1 2 3 → <,3223,0.9030540767722051
& ( ) 1 2 3 → <,3223,0.9030540767722051
& ( 1 2 3 → <,3223,0.9030540767722051
( ) 1 2 3 → <,3223,0.9030540767722051
( 1 2 3 → <,3223,0.9030540767722051
# % & ( ) / 1 2 → <,3447,0.9028287061288632
# % & ( / 1 2 → <,3447,0.9028287061288632
# % ( ) / 1 2 → <,3447,0.9028287061288632
# % ( / 1 2 → <,3447,0.9028287061288632
# & ( ) / 1 2 → <,3447,0.9028287061288632
# & ( / 1 2 → <,3447,0.9028287061288632
# ( ) / 1 2 → <,3447,0.9028287061288632
# ( / 1 2 → <,3447,0.9028287061288632
% & ( ) / 1 2 → <,3447,0.9028287061288632
% & ( / 1 2 → <,3447,0.9028287061288632
% ( ) / 1 2 → <,3447,0.9028287061288632
% ( / 1 2 → <,3447,0.9028287061288632
& ( ) / 1 2 → <,3447,0.9028287061288632
& ( / 1 2 → <,3447,0.9028287061288632
( ) / 1 2 → <,3447,0.9028287061288632
( / 1 2 → <,3447,0.9028287061288632
# % & ) / 0 2 → <,3073,0.9022313564298298
# % & / 0 2 → <,3073,0.9022313564298298
# % ) / 0 2 → <,3073,0.9022313564298298
# % / 0 2 → <,3073,0.9022313564298298
# & ) / 0 2 → <,3073,0.9022313564298298
# & / 0 2 → <,3073,0.9022313564298298
# ) / 0 2 → <,3073,0.9022313564298298
# / 0 2 → <,3073,0.9022313564298298
% & ) / 0 2 → <,3073,0.9022313564298298
% & / 0 2 → <,3073,0.9022313564298298
% ) / 0 2 → <,3073,0.9022313564298298
% / 0 2 → <,3073,0.9022313564298298
& ) / 0 2 → <,3073,0.9022313564298298
& / 0 2 → <,3073,0.9022313564298298
) / 0 2 → <,3073,0.9022313564298298
/ 0 2 → <,3073,0.9022313564298298
# % & ) / 0 1 9 → <,3380,0.9020549773151855
# % & / 0 1 9 → <,3380,0.9020549773151855
# % ) / 0 1 9 → <,3380,0.9020549773151855
# % / 0 1 9 → <,3380,0.9020549773151855
# & ) / 0 1 9 → <,3380,0.9020549773151855
# & / 0 1 9 → <,3380,0.9020549773151855
# ) / 0 1 9 → <,3380,0.9020549773151855
# / 0 1 9 → <,3380,0.9020549773151855
% & ) / 0 1 9 → <,3380,0.9020549773151855
% & / 0 1 9 → <,3380,0.9020549773151855
% ) / 0 1 9 → <,3380,0.9020549773151855
% / 0 1 9 → <,3380,0.9020549773151855
& ) / 0 1 9 → <,3380,0.9020549773151855
& / 0 1 9 → <,3380,0.9020549773151855
) / 0 1 9 → <,3380,0.9020549773151855
/ 0 1 9 → <,3380,0.9020549773151855
# % & ( ) / 0 2 → <,3063,0.9019434628975265
# % & ( / 0 2 → <,3063,0.9019434628975265
# % ( ) / 0 2 → <,3063,0.9019434628975265
# % ( / 0 2 → <,3063,0.9019434628975265
# & ( ) / 0 2 → <,3063,0.9019434628975265
# & ( / 0 2 → <,3063,0.9019434628975265
# ( ) / 0 2 → <,3063,0.9019434628975265
# ( / 0 2 → <,3063,0.9019434628975265
% & ( ) / 0 2 → <,3063,0.9019434628975265
% & ( / 0 2 → <,3063,0.9019434628975265
% ( ) / 0 2 → <,3063,0.9019434628975265
% ( / 0 2 → <,3063,0.9019434628975265
& ( ) / 0 2 → <,3063,0.9019434628975265
& ( / 0 2 → <,3063,0.9019434628975265
( ) / 0 2 → <,3063,0.9019434628975265
( / 0 2 → <,3063,0.9019434628975265
# % & ) / 2 → 9,3821,0.9018173235780033
# % & / 2 → 9,3821,0.9018173235780033
# % ) / 2 → 9,3821,0.9018173235780033
# % / 2 → 9,3821,0.9018173235780033
# & ) / 2 → 9,3821,0.9018173235780033
# & / 2 → 9,3821,0.9018173235780033
# ) / 2 → 9,3821,0.9018173235780033
# / 2 → 9,3821,0.9018173235780033
% & ) / 2 → 9,3821,0.9018173235780033
% & / 2 → 9,3821,0.9018173235780033
% ) / 2 → 9,3821,0.9018173235780033
% / 2 → 9,3821,0.9018173235780033
& ) / 2 → 9,3821,0.9018173235780033
& / 2 → 9,3821,0.9018173235780033
) / 2 → 9,3821,0.9018173235780033
/ 2 → 9,3821,0.9018173235780033
# % & ( ) / 0 1 9 → <,3370,0.9017928819909018
# % & ( / 0 1 9 → <,3370,0.9017928819909018
# % ( ) / 0 1 9 → <,3370,0.9017928819909018
# % ( / 0 1 9 → <,3370,0.9017928819909018
# & ( ) / 0 1 9 → <,3370,0.9017928819909018
# & ( / 0 1 9 → <,3370,0.9017928819909018
# ( ) / 0 1 9 → <,3370,0.9017928819909018
# ( / 0 1 9 → <,3370,0.9017928819909018
% & ( ) / 0 1 9 → <,3370,0.9017928819909018
% & ( / 0 1 9 → <,3370,0.9017928819909018
% ( ) / 0 1 9 → <,3370,0.9017928819909018
% ( / 0 1 9 → <,3370,0.9017928819909018
& ( ) / 0 1 9 → <,3370,0.9017928819909018
& ( / 0 1 9 → <,3370,0.9017928819909018
( ) / 0 1 9 → <,3370,0.9017928819909018
( / 0 1 9 → <,3370,0.9017928819909018
# % & ) / 0 1 2 → <,3054,0.9016829052258636
# % & / 0 1 2 → <,3054,0.9016829052258636
# % ) / 0 1 2 → <,3054,0.9016829052258636
# % / 0 1 2 → <,3054,0.9016829052258636
# & ) / 0 1 2 → <,3054,0.9016829052258636
# & / 0 1 2 → <,3054,0.9016829052258636
# ) / 0 1 2 → <,3054,0.9016829052258636
# / 0 1 2 → <,3054,0.9016829052258636
% & ) / 0 1 2 → <,3054,0.9016829052258636
% & / 0 1 2 → <,3054,0.9016829052258636
% ) / 0 1 2 → <,3054,0.9016829052258636
% / 0 1 2 → <,3054,0.9016829052258636
& ) / 0 1 2 → <,3054,0.9016829052258636
& / 0 1 2 → <,3054,0.9016829052258636
) / 0 1 2 → <,3054,0.9016829052258636
/ 0 1 2 → <,3054,0.9016829052258636
# % & ( ) / 2 → 9,3811,0.9015850484977526
# % & ( / 2 → 9,3811,0.9015850484977526
# % ( ) / 2 → 9,3811,0.9015850484977526
# % ( / 2 → 9,3811,0.9015850484977526
# & ( ) / 2 → 9,3811,0.9015850484977526
# & ( / 2 → 9,3811,0.9015850484977526
# ( ) / 2 → 9,3811,0.9015850484977526
# ( / 2 → 9,3811,0.9015850484977526
% & ( ) / 2 → 9,3811,0.9015850484977526
% & ( / 2 → 9,3811,0.9015850484977526
% ( ) / 2 → 9,3811,0.9015850484977526
% ( / 2 → 9,3811,0.9015850484977526
& ( ) / 2 → 9,3811,0.9015850484977526
& ( / 2 → 9,3811,0.9015850484977526
( ) / 2 → 9,3811,0.9015850484977526
( / 2 → 9,3811,0.9015850484977526
# % & ) 1 2 3 9 → <,2972,0.9014255383682135
# % & 1 2 3 9 → <,2972,0.9014255383682135
# % ) 1 2 3 9 → <,2972,0.9014255383682135
# % 1 2 3 9 → <,2972,0.9014255383682135
# & ) 1 2 3 9 → <,2972,0.9014255383682135
# & 1 2 3 9 → <,2972,0.9014255383682135
# ) 1 2 3 9 → <,2972,0.9014255383682135
# 1 2 3 9 → <,2972,0.9014255383682135
% & ) 1 2 3 9 → <,2972,0.9014255383682135
% & 1 2 3 9 → <,2972,0.9014255383682135
% ) 1 2 3 9 → <,2972,0.9014255383682135
% 1 2 3 9 → <,2972,0.9014255383682135
& ) 1 2 3 9 → <,2972,0.9014255383682135
& 1 2 3 9 → <,2972,0.9014255383682135
) 1 2 3 9 → <,2972,0.9014255383682135
1 2 3 9 → <,2972,0.9014255383682135
# % & ( ) / 0 1 2 → <,3044,0.9013917678412793
# % & ( / 0 1 2 → <,3044,0.9013917678412793
# % ( ) / 0 1 2 → <,3044,0.9013917678412793
# % ( / 0 1 2 → <,3044,0.9013917678412793
# & ( ) / 0 1 2 → <,3044,0.9013917678412793
# & ( / 0 1 2 → <,3044,0.9013917678412793
# ( ) / 0 1 2 → <,3044,0.9013917678412793
# ( / 0 1 2 → <,3044,0.9013917678412793
% & ( ) / 0 1 2 → <,3044,0.9013917678412793
% & ( / 0 1 2 → <,3044,0.9013917678412793
% ( ) / 0 1 2 → <,3044,0.9013917678412793
% ( / 0 1 2 → <,3044,0.9013917678412793
& ( ) / 0 1 2 → <,3044,0.9013917678412793
& ( / 0 1 2 → <,3044,0.9013917678412793
( ) / 0 1 2 → <,3044,0.9013917678412793
( / 0 1 2 → <,3044,0.9013917678412793
# % & ( ) 1 2 3 9 → <,2962,0.9011256464861576
# % & ( 1 2 3 9 → <,2962,0.9011256464861576
# % ( ) 1 2 3 9 → <,2962,0.9011256464861576
# % ( 1 2 3 9 → <,2962,0.9011256464861576
# & ( ) 1 2 3 9 → <,2962,0.9011256464861576
# & ( 1 2 3 9 → <,2962,0.9011256464861576
# ( ) 1 2 3 9 → <,2962,0.9011256464861576
# ( 1 2 3 9 → <,2962,0.9011256464861576
% & ( ) 1 2 3 9 → <,2962,0.9011256464861576
% & ( 1 2 3 9 → <,2962,0.9011256464861576
% ( ) 1 2 3 9 → <,2962,0.9011256464861576
% ( 1 2 3 9 → <,2962,0.9011256464861576
& ( ) 1 2 3 9 → <,2962,0.9011256464861576
& ( 1 2 3 9 → <,2962,0.9011256464861576
( ) 1 2 3 9 → <,2962,0.9011256464861576
( 1 2 3 9 → <,2962,0.9011256464861576
# % & ( ) 5 → <,2499,0.9002161383285303
# % & ( 5 → <,2499,0.9002161383285303
# % & ) 5 → <,2499,0.9002161383285303
# % & 5 → <,2499,0.9002161383285303
# % ( ) 5 → <,2499,0.9002161383285303
# % ( 5 → <,2499,0.9002161383285303
# % ) 5 → <,2499,0.9002161383285303
# % 5 → <,2499,0.9002161383285303
# & ( ) 5 → <,2499,0.9002161383285303
# & ( 5 → <,2499,0.9002161383285303
# & ) 5 → <,2499,0.9002161383285303
# & 5 → <,2499,0.9002161383285303
# ( ) 5 → <,2499,0.9002161383285303
# ( 5 → <,2499,0.9002161383285303
# ) 5 → <,2499,0.9002161383285303
# 5 → <,2499,0.9002161383285303
% & ( ) 5 → <,2499,0.9002161383285303
% & ( 5 → <,2499,0.9002161383285303
% & ) 5 → <,2499,0.9002161383285303
% & 5 → <,2499,0.9002161383285303
% ( ) 5 → <,2499,0.9002161383285303
% ( 5 → <,2499,0.9002161383285303
% ) 5 → <,2499,0.9002161383285303
% 5 → <,2499,0.9002161383285303
& ( ) 5 → <,2499,0.9002161383285303
& ( 5 → <,2499,0.9002161383285303
& ) 5 → <,2499,0.9002161383285303
& 5 → <,2499,0.9002161383285303
( ) 5 → <,2499,0.9002161383285303
( 5 → <,2499,0.9002161383285303
) 5 → <,2499,0.9002161383285303
5 → <,2499,0.9002161383285303
